42652,21.973,21.729,1015.381,-18.176
42652,13.55,16.724,1008.301,-18.236
42652,12.085,20.386,995.117,-18.236
42652,8.545,18.433,986.084,-18.176
42652,17.09,11.841,978.394,-18.176
42652,9.155,14.771,1032.837,-18.297
42652,15.137,8.301,1015.991,-18.115
42652,5.249,12.573,1029.419,-18.357
42652,16.235,13.55,995.483,-18.236
42652,9.155,17.7,1016.968,-18.115
42652,2.563,28.687,1037.964,-18.176
42652,22.705,22.339,1005.615,-18.236
42652,28.198,21.973,971.924,-18.297
42652,20.02,15.991,1007.568,-18.176
42652,15.137,24.902,1004.028,-18.236
42652,19.287,12.695,1015.503,-18.297
42652,8.911,26.489,1003.296,-18.357
42652,18.555,14.893,982.056,-18.357
42652,15.137,27.466,979.858,-18.115
42652,13.306,21.606,1029.785,-18.357
42652,7.568,19.775,1013.184,-18.176
42652,5.127,21.851,983.398,-18.115
42652,15.015,24.048,1019.653,-18.297
42652,-1.099,20.63,1004.028,-18.115
42652,10.742,20.142,988.281,-18.236
42652,14.893,25.391,1016.846,-18.236
42652,7.08,11.475,1026.978,-18.115
42652,0.61,19.287,1024.902,-18.115
42652,12.817,4.883,1017.7,-18.115
42652,6.836,-0.488,1023.193,-18.538
42652,5.981,16.968,1013.428,-18.115
42652,15.991,27.832,995.728,-18.357
42652,22.339,10.986,1021.362,-18.357
42652,18.799,15.259,984.497,-18.297
42652,2.808,12.573,988.892,-18.236
42652,11.719,14.893,1033.569,-18.115
42652,6.592,9.644,1024.414,-18.115
42652,6.714,22.949,1001.587,-18.176
42652,20.508,19.287,977.539,-18.236
42652,12.207,10.132,984.985,-18.176
42652,7.08,17.578,1004.15,-18.236
42652,-1.221,14.771,981.567,-18.236
42652,17.09,22.339,1017.212,-18.417
42652,20.996,16.479,1016.846,-18.115
42652,16.479,17.09,1018.921,-18.297
42652,15.015,24.17,1014.771,-18.055
42652,15.259,26.733,998.657,-18.176
42652,13.55,13.184,982.3,-18.176
42652,21.362,13.062,991.577,-18.115
42652,9.033,17.09,1033.203,-18.357
42652,5.005,20.02,1004.272,-18.176
42652,13.672,13.672,1004.028,-18.297
42652,14.526,28.076,1020.508,-18.417
42652,30.151,15.137,972.046,-18.176
42652,19.409,15.381,995.728,-18.417
42652,14.282,20.752,1000.244,-18.176
42652,23.682,17.822,991.455,-18.176
42652,3.174,20.02,1001.343,-18.236
42652,5.005,27.222,1036.499,-18.115
42652,11.23,17.7,996.46,-18.055
42652,9.277,18.677,1009.399,-18.236
42652,15.747,18.311,1021.362,-18.115
42652,23.071,21.851,1002.686,-18.297
42652,-0.977,11.963,1036.011,-18.236
42652,13.184,29.175,989.502,-18.538
42652,13.062,18.066,1025.635,-18.115
42652,7.69,24.78,987.427,-18.115
42652,3.54,25.146,1013.916,-18.176
42652,11.963,15.869,1002.075,-18.297
42652,12.573,8.911,983.887,-18.297
42652,22.217,17.09,1002.075,-18.236
42652,16.235,22.095,986.084,-18.357
42652,9.277,16.113,996.094,-18.055
42652,20.264,13.428,1014.771,-18.115
42652,12.695,12.451,1016.846,-18.538
42652,15.991,16.479,994.751,-18.115
42652,-2.686,18.188,1019.531,-18.115
42652,15.991,13.428,986.328,-18.176
42652,18.311,12.329,1024.658,-18.236
42652,13.428,9.155,1010.254,-18.357
42652,13.672,9.277,1008.789,-18.538
42652,23.071,17.7,1012.939,-18.115
42652,3.174,26.489,1008.667,-18.176
42652,22.583,8.057,982.91,-18.115
42652,2.197,16.479,1000.0,-18.417
42652,17.578,17.09,975.586,-18.176
42652,30.151,15.747,990.845,-18.297
42652,11.841,8.911,1011.841,-18.176
42652,20.996,15.747,997.803,-18.176
42652,19.775,10.132,1004.761,-18.115
42652,18.677,17.456,1028.198,-17.934
42652,6.226,20.02,1031.006,-18.115
42652,10.62,12.329,1010.498,-18.297
42652,14.16,15.991,1017.456,-18.297
42652,9.888,15.137,1011.841,-18.176
42652,17.578,15.381,1014.282,-18.297
42652,9.766,17.09,992.31,-18.115
42652,1.221,13.184,997.559,-18.236
